oppholdsvær_og_østavind	oppholdsvær_og_østavind+?	inf
mild_sterk_vind_om_høsten	mild_sterk_vind_om_høsten+?	inf
kost_av_kvist	kost_av_kvist+?	inf
blåbærlyng	blåbærlyng+?	inf
det_å_bli_alene	det_å_bli_alene+?	inf
bidé	bidé+?	inf
bronkie	bronkie+?	inf
åpent_område	åpent_område+?	inf
seer	seer+?	inf
trombone	trombone+?	inf
liten_fisk	liten_fisk+?	inf
stasjonær_torsk	stasjonær_torsk+?	inf
stasjonær_fisk	stasjonær_fisk+?	inf
smal_vik	smal_vik+?	inf
høg_ås_med_utsikt	høg_ås_med_utsikt+?	inf
smal_vik_i_elv_eller_innsjø	smal_vik_i_elv_eller_innsjø+?	inf
vassholdig,_smal_myrstripe	vassholdig,_smal_myrstripe+?	inf
smal_vik_i_elv_eller_innsjø	smal_vik_i_elv_eller_innsjø+?	inf
vassholdig,_smal_myrstripe	vassholdig,_smal_myrstripe+?	inf
(liten)_ås	(liten)_ås+?	inf
fjellrygg_med_bratte_skråninger	fjellrygg_med_bratte_skråninger+?	inf
stedet_der_veien_begynner	stedet_der_veien_begynner+?	inf
høyhesje_for_vinterbevaring	høyhesje_for_vinterbevaring+?	inf
holm_i_sjøen	holm_i_sjøen+?	inf
avsats_i_fjellet	avsats_i_fjellet+?	inf
flat_sandstrekning	flat_sandstrekning+?	inf
søkk_eller_bakke_i_sjøen	søkk_eller_bakke_i_sjøen+?	inf
liten_myr_med_sivende_vann	liten_myr_med_sivende_vann+?	inf
bratt,_ofte_steinete_skar	bratt,_ofte_steinete_skar+?	inf
brent_jord_eller_land	brent_jord_eller_land+?	inf
steinet_høgdedrag	steinet_høgdedrag+?	inf
skogbevokst_høgdedrag	skogbevokst_høgdedrag+?	inf
bratt_skråning	bratt_skråning+?	inf
terreng_med_tett_vier	terreng_med_tett_vier+?	inf
festering_til_seil	festering_til_seil+?	inf
strømsted_i_elv	strømsted_i_elv+?	inf
bratt_li	bratt_li+?	inf
trangt_pass_i_fjellet	trangt_pass_i_fjellet+?	inf
dypt_sted_i_bekk_eller_elv	dypt_sted_i_bekk_eller_elv+?	inf
sted_med_sterk_strøm_i_elv	sted_med_sterk_strøm_i_elv+?	inf
dal_med_bratte_sider	dal_med_bratte_sider+?	inf
lite_laksegarn	lite_laksegarn+?	inf
fjell_med_jamne_skråninger_til_to_sider	fjell_med_jamne_skråninger_til_to_sider+?	inf
høy_fjell_med_bare_steinur_på_toppen	høy_fjell_med_bare_steinur_på_toppen+?	inf
erstatning	erstatning+?	inf
baksiden_av_øksebladet	baksiden_av_øksebladet+?	inf
ujevn_mark_med_morkne_trær	ujevn_mark_med_morkne_trær+?	inf
stillas_til_å_oppbevare_mat_og_høy	stillas_til_å_oppbevare_mat_og_høy+?	inf
liten_bakke	liten_bakke+?	inf
lavtliggende_mark_med_løvskog	lavtliggende_mark_med_løvskog+?	inf
slett_parti_av_i_fjellsida	slett_parti_av_i_fjellsida+?	inf
øvre_løp_av_en_elv	øvre_løp_av_en_elv+?	inf
enden_av_en_veg	enden_av_en_veg+?	inf
furu_med_flat_krone	furu_med_flat_krone+?	inf
den_innerste_delen_av_en_vik	den_innerste_delen_av_en_vik+?	inf
stor_slette	stor_slette+?	inf
slak_treløs_dal	slak_treløs_dal+?	inf
sted_i_elva_der_fossen_begynner	sted_i_elva_der_fossen_begynner+?	inf
sted_i_elva_der_fossen_begynner	sted_i_elva_der_fossen_begynner+?	inf
tørr_åpen_plass_(med_dårlig_høyvekst)	tørr_åpen_plass_(med_dårlig_høyvekst)+?	inf
mark_med_dårlig_høyvekst	mark_med_dårlig_høyvekst+?	inf
trang_vik	trang_vik+?	inf
(gammel)_inngjerding	(gammel)_inngjerding+?	inf
(gammel)_reingjerde	(gammel)_reingjerde+?	inf
ungt_tynnvokst_tre	ungt_tynnvokst_tre+?	inf
sammenraket_haug_av_høy	sammenraket_haug_av_høy+?	inf
bakre_del_av_sledemeie	bakre_del_av_sledemeie+?	inf
fottøy_av_reinskinn	fottøy_av_reinskinn+?	inf
glatt_islag	glatt_islag+?	inf
utgravd_grop	utgravd_grop+?	inf
høgt_og_bratt_fjell	høgt_og_bratt_fjell+?	inf
ledegjerde_til_fuglefelle	ledegjerde_til_fuglefelle+?	inf
tørr_plass_i_myr	tørr_plass_i_myr+?	inf
fjell_som_fiskere_bruker_som_landemerke	fjell_som_fiskere_bruker_som_landemerke+?	inf
garn_til_å_fiske_under_isen	garn_til_å_fiske_under_isen+?	inf
djup_i_sjøen	djup_i_sjøen+?	inf
kilde_som_ikke_fryser_om_vinteren	kilde_som_ikke_fryser_om_vinteren+?	inf
vannholdig_myr	vannholdig_myr+?	inf
fornorskningstroll	fornorskningstroll+?	inf
løsenord	løsenord+?	inf
del_av_et_reingjerde	del_av_et_reingjerde+?	inf
velging	velging+?	inf
